comment,rating
"That lasted 169 minutes? I had no idea. The time just flew right by.

Chad Stahelski does not pull any punches (or engage the safety) at any time in this gun-fu epic. Combat scenes are not moments so much as they are entire acts. The amount of stunt choreography that everybody had to synchronize to was rather incredible, and they continue to find more ways to entertain us with kills, kill types, use of weapons, locations, teamwork, etc. I caught myself smiling for minutes on end several times while watching it.

Of course though, as I said, they really lean into it. I'm sure this has been true of previous films as well, but it is very apparent that John Wick should virtually die in every scene that he is in. Whether it is how he is attacked or how they fail to attack him at the right times, he goes at every foe like the bear in The Revenant with full adrenaline and no signs of slowing down no matter what he is hit by. And again, I think if you look hard enough you will find enemies who have clear shots and choose not to take them because of plot armor, but you can forgive it enough if you're rewarded with a longer take or overall longer action sequence. What I really loved was how many of these scenes took place at night with dazzlingly lit environments all around, and the music in every scene kicks as much *** as what you see on screen. I had pondered over why John Wick doesn't have a video game yet, but if they ever make one I have decided I'd like one of those top-down shooter games (similar to The Hong Kong Massacre, and if not maybe like the GTA:SA MP rampage style).

I acknowledge this franchise for what it is now, but I still pine for some of the missing components that I don't know if it'll ever be able to bring back. After watching John Wick, fun as it was, I found myself interested in seeing a prequel when he was the Baba Yaga in his prime, taking missions rather than being hunted. Even still, at least in that movie he was absolutely feared. In Chapter 2, I still found him heavily respected, but it was in that movie that I realized there would probably be a repetitive formula to the narrative and movie/action structure (which still has yet to break). In Chapter 3, there only lived assassins and they would go after him without hesitation, which did is not how I felt the world breathed the first time around. They continue down this path in Chapter 4, while opening the universe more to different characters breeding their own kind of loyalty. They are all insanely fun to watch, and you see the cogwheels of the John Wick universe spinning with the future Continental television show and the Ballerina movie spinoff. Where they remain faulty though is even with the existence of civilians during fight scenes, they act as droning NPC's like nothing is happening around them, or they aren't there whatsoever. It is clear that this is not our world that this movie takes place in, but rather a parallel one.

I mentioned the introduction of new characters in this world, and you can't not bring up Donnie Yen when talking about them. He steals each and every scene that he is in, and it's crazy because you wonder how a character like his could thrive in such a world but you absolutely believe it when you watch it. I will absolutely take more of him and Rina Sawayama. She isn't featured as much, but she makes use of every second that she is in front of the camera. There are plenty of others (such as the great Hiroyuki Sanada), but the point remains that Wick is relegated to this greater universe with characters who-good, bad, or for themselves-are ones we can actually root for in any fight. Keanu Reeves is understandably less nimble at his age than the others (and it's either bad acting or he really has taken on this John Wick role in his line delivery to hilarious new heights), but he and Stahelski have found a groove that still makes him the most impenetrable force around, to the point that I go back and watch the action scenes in The Matrix Resurrections and wonder what happened there. I didn't love one particular character in their big fighting moment(s), but they go for versatility and I have to give them that much.

March has had an incredible run of theatrical films, and John Wick: Chapter 4 is no different. You will lean forward during the action which there is plenty, and if I'm one to go off of you will not feel the runtime. There is an end credits scene as well if you're able to stay for a moment longer. I would love to go back and see this one again.",1
"HORRIBLE movie. I love John Wick. I mean I wouldn't pay to see one, but I love the series none the less. Even liked the third one even though the ending blew baby chunks. All the 10s and 9s scores are so damn fake it's hilarious. IMDB is a joke. Someone needs to start a real movie database and weed out the fake high scores, it's as ridiculous as John Wick 4. He walks away from every major injury or collision or building fall. Then he passes away from flesh wounds. What nonsense. The whole plot is nonsense. The fights scene are so boring. I got up to make a sandwich twice. Just the typical 100 judo throws and same shots to head. Numerous coup de grace's. I feel sorry for anyone who paid for this nonsense.",0
Quite possibly the best action movie of the decade. It's only 2023. This one is currently number one. Terminator 2 is the best action movie of all time. The raid 2 is the best action sequel of all time. This movie is the best 4th movie in a series of all time. Props to lethal weapon 4 as well. Keanu is a bad ass ok. He moves a little slow in the beginning but by the time the second half comes along he moves like a martial arts madman. That being said.. the nunchucks he incorporates into his character in that first half is brilliant. The set pieces in this are absolutely fantastic. The music is perfectly incorporated as well. There were a few nods to some classic flicks too. Movie buffs will catch them.,1
"My expectations for John Wick: Chapter 4 was high, these films have become some of my favorite action films of all time, and I can say this without giving it a second thought how it met those expectations. The thugs and easy obstacles are nothing new, except for how they too have ballistic suits like our protagonist. But this Chapter begins with a recovered Baba Yaga who's out for blood. Actors and returning characters along with Keanu Reeves as John Wick is Laurence Fishburne as the Bowery King, Ian McShane as Winston Scott, and Lance Reddick (in one of his final roles) as Charon. New roles which I loved was Donnie Yen as Caine: a blind High Table assassin and an old friend of John Wick.

Bill Skarsg?rd as the Marquis Vincent de Gramont: a powerful member of the High Table whose position is challenged by John Wick. Hiroyuki Sanada as Shimazu Koji: the manager of the Osaka Continental Hotel and an old friend of John Wick. It also stars Shamier Anderson, Rina Sawayama and Scott Adkins.

The premise goes like this: John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.

Let's dig deeper into the story and what sequences I liked the most, I have a weak spot for samurai movies and the Osaka Continental offers just that. Brilliant choreography for each character, good guys like bad guys. With Hiroyuki Sanada being as brilliant as ever! Also showing off Donnie Yen's retired blind assassin. It's always nice to see a new Continental and this one sure felt special, you notice what friendship John Wick and Shimazu Koji has. The action sequence was great! But my favorite city and action sequences are found in Paris, it has the biggest importance to the story, it brought so many memorable moments. It shows why Keanu Reeves was and is right to lead this franchise. Paris is also the city where Marquis Vincent de Gramont is located and he becomes the highest-ranking member of The High Table during this film. Bill Skarsg?rd holds one of the strongest performances in the film as the Marquis. Keanu Reeves holds the best though, maybe not the best dramatic performance but certainly overall performance as he does his own stunts alongside everything else, and the stunts are incredible. Donnie Yen was great and possibly even one of the best things of the movie, both his knowledge in martial arts but also his character which I loved. The performance that surprised me was Shamier Anderson as the mysterious bounty hunter, it's a great character that they could do so much with and I can easily say the same for Donnie Yen and Hiroyuki Sanada's characters. One of the final action sequences was all in a one take, except for a quick cut before moving back to the one take. It was shot with a camera above, letting us see everything happening from above and moving with John Wick as he fires inside an abandoned building.

Chad Stahelski truly directed an action film that'll be remembered for decades, his direction in both the action and more dramatic scenes are all brilliant. There's so many fight sequences in this film, small like big, all directed and shot brilliantly. The screenplay was done by Shay Hatten and Michael Finch, I don't have any problem with it, it's good and for a Wick film it holds the same quality. The movies aren't about the best writing in Hollywood, it's about what happens on the screen, blood being spilled. Tyler Bates and Joel J. Richard returned to compose the score for the film, after doing so for the previous three films. Like Shay Hatten had done too.

I have read various of critics and some people complaining about the length, Chapter 4 has a runtime of 169-minutes. Its long, full of beautiful looking shots that does nothing to the story, only to create atmosphere and suspense where it succeeds. There are scenes that you could easily trim, yes, but I still found the length to be perfect. I want to see the 3 hour 49 minute version just because of how great the film was, but the theatrical version is magnificent. Chapter 4 is all about tying up loose ends, to finally find peace and freedom. It's a long road to that point, Chad uses the film's length for just that, to tell a bigger and deeper story than a simple story. More run time also means for more action sequences!

This might be the best film of the four, both action and drama, also most beautiful in regards of the camera work and cinematography. Dan Laustsen truly knows his craft, making each scene absolutely mesmerizing to look at! I loved every second of it, when I saw it at the cinema, a woman (a mother) sat beside the person I was there with and said how brutal it was... She was five minutes in and the first action scene had only just started. Jokes aside, John Wick: Chapter 4 has some of the franchise's best action sequences and Keanu Reeves at his best. Like his role in The Matrix, John ""Baba Yaga"" Wick will be another role he'll be remembered for. This was an incredible film, one of the best I've seen in awhile.",0
"John Wick series have always been over-the-top action / thriller joyrides more focused on dazzling you with visceral, expertly choreographed action sequences than trying to tell the most coherent stories about stylish assassins. Director Chad Stahelski's John Wick: Chapter 4 is no exception. And it abundantly delivers on the franchise's hallmarks - snazzy guns, lovable dogs, and one very haggard man in black. John Wick: Chapter 4 isn't a movie you casually sit down to watch apropos of nothing. It's a commitment, both in terms of how long it is and in how invested you really have to be in the idea of John Wick for the film to be engaging. To its credit, John Wick: Chapter 4 does an admirable job of leaving open possibilities for a future filled with stories of some of the movie's new supporting characters. It comes as a pleasant surprise given how much time this story spends trying to remind you that Wick is the baddest man in town. It's a movie that's meant to be watched loud and big. Remember ! John Wick has fought hard for it.",1
"Sitting through the nearly 3 hours of this opus, I can't say that I didn't get my money's worth. But the ride was so bombastic, dark and mumbly that at a certain point it was like being stuck on a roller coaster ride that I've gone through 10 times and gradually sunk deeper and deeper into my chair.

What is this movie about? Long were the days of the original John Wick, where it felt nicely paced. A short film extended into a feature but still retained an independent film vibe. Those days are gone. When the original Wick came out, they kept it simple...man seeks revenge on some punks who killed his dog given to him from dead wife. That plot alone is laughably simple. Yet it worked. Perhaps it was the zeitgeist at the time. But this series falls into the VERY same trap they all do. Bigger everything. And that wasn't the case. The Table is a mysterious group that had slick lingo with caricatures of other movies that made you feel something familiar. The call center with its tattoo'd Betties seemed so out of a Jean Pierre Jeunet film like ""City Of Lost Children"" It was unique in the sense that it embraced its steam punk comic book feel. Then it imploded into ridiculous feats of inhuman strength. And a total lack of logic. Police apparently don't exist in John Wick Paris. Ugh.

Also, the stunts are great but after (I would calculate) an hour of the same aerobatics, leg locks, tosses and gun shot to head, I grew tired. Made me want to scream to move on. Yes, it has a visceral release to a general audience (I heard a few in my theater clap with approval. But also consider there was one mentally challenged one in a wheel-chair, the other was an elderly lady who was talking through the movie). The original Wick made you really feel the pain of its villains. And made it satisfying. Here, when he goes room to room sweeping with a fire launching shotgun, I wanted to REALLY cheer. It felt flat. Well done, but something was missing. That's what this entire movie felt like. Something missing. Keanu is obviously an expert gun handler now and does hand to hand combat well, but man was it getting old fast.

Bill Skarsgard, as the villain, seems to be tapping into Rami Malek from ""No Time To Die"" He's a meglamaniac whose ties to this under ground assassin league is anchored to funding it. Did they ever explain why this society even exists? Probably not. I was bored. Also, Ian MacShane's Manager role is exhaustively pedestrian.. I mean, tiresome tropes come out of his mouth as if it were the first time hearing it.

Everyone is desperate to be cool in this flick. Finally, the Donnie Yen character. Okay, a LOT cannot be forgiven. He is dragged into wanting to kill Wick because of threats to his family. Yet, he kills everyone BUT Wick and yet gets to survive. Here's the problem. It telegraphed it when he would incapacitate the guys in the kitchen of the Osaka branch. Instead of violently kill them. That's how you can tell he wasn't going to be a bad dude.

Oof. They add an extra assassin who totes along a dog. That dog was getting on my nerves. And I love dogs. This dog seemed to be trained to sick men's privates. For some reason. After the 5th go at this gag, it was dead in the water.

This is a subpar entry into the series. Though they kill off Wick in this flick (yeah right) he see some future installment with say...the daughter of the Osaka branch who seemed to have projected a future conflict with Wick in the future.

This series will never end as long as simple minded audiences exists. All Sound And Fury Adds Up To Nothing.",0
"Just how much cash can you get out of a cash cow? As the John Wick producers know that's plenty of dough but with each iteration the movies become ever more flabby and contrived. The Hollywood formula has been employed; copy a previous success adding ever more crash bang and wollop and of course stretching the whole thing out to a dreary 3 hour run time. But of course Hollywood misses the point, yet again. What made the original Wick movie interesting was the character's struggle to make a new life only to be dragged back into the criminal underworld. Granted it's an interesting and novel criminal underworld but now it's the world of John Wick which is the focus, not Wick himself. Time to call it a day.",0
"The bad: it lasts too long. A whopping 2 hours and 45 minutes. Some of the fighting scenes stretch out over 5 to 15 minutes of CONTINEOUS fighting. But after having watched over 2 hours of fighting already, I definitely began to long for it to end.

The good: the fighting scenes are pretty good though. I was wondering if they could still come up with some new and interesting fighting choreography and they succeeded at that quite well. There are even quite a few comical fighting stunts included. Nice!

All in all not a bad sequel. If it werent for the much TOO long duration I would rate this nr 4 sequel better / higher as the nr 3 edition.

Nothing beats the original first edition of John Wick though, because THAT first edition was not only contineous action but also cared about the CHARACTERS. Unfortunately all the sequels were more and more focussed on solely the figthing scenes, which kinda bored me in the end.

Nr 4 is highly overrated. I suspect because of artificial ""managing"" of the Imdb ratings. This movie is never worthy of 8 stars (ridiculous). 6 stars at best. But because I got bored at the end I will only rate it 5 stars...",0
"The fight scenes were terrible. Looked absolutely fake. This movie series should stop. Turning into Fast and Furious. The people at times were waiting for Keanu to turn around before throwing the slowest fakest punches ever. The punches Keanu was throwing didn't look remotely real. The nunchucks scenes were crazy bad. This movie is not good.

It is so stupid that you have to write so much in order to leave a review. There is no need to write a paragraph in order to review a movie. Especially one as trash as John Wick 4.

Crazy people acting like this movie is good. By far the worst of the franchise.",1
"Henchmen just standing there, waiting to get hit, reacting to things that didn't hit them, people in the club just doing the same dance even while people are being killed right in front of them, the cars in traffic keeps moving even while people are getting killed, cars are crashing and bullets are flying, but nope.. traffic just keeps on going. I can't unsee any of it.

It looks painfully unnatural compared to how well the previous 3 films handled the fighting.

There's a ton of wasted movement and shot decisions based on making a scene look ""pretty"" rather than ""good.""

I know they can do better. I've seen it.

A couple cute twists of the story doesn't really carry the rest of the film, but it was at least still entertaining.",1
"Sheez Louise these are getting awful. They know the audience wants to see a conclusion; but like Lucy holding the football, they'll keep yanking it away forever. They're trying so hard to keep upping the level, but the fights are just cliche now. The NPCs all swing so slow, hold their hands out for so long, Ian McShanes new teeth are horrendously white, I'm a huge fan of his but it's just unnatural. Almost like Rudy Giuliani. The Bug eyed dude from the remake of IT is awful as a Frenchman? Belgian? Whatever his accent is supposed to be, it's bad. Donnie Yen's blind swordsman is amusing but still cheesy. Nobody? Who is this dude and why is he even in this movie??? Was there some contract requirement that said ""we must have a dude with a dog in this film""??? Please just finish the series and stop making more. Oh wait they just announced JW 5 in pre-production.

Can I jade my 12 dollars back???

The only GOOD part was the throwback to Warriors, and even that just seemed bizarre and completely out of place.",0
"How this managed to sneak out of the editor's room at almost three hours in length is beyond me; I'm also confused as to how the script was so bland, with Keanu's repetition of ""Yeah"" in the same monotone voice and plain expression becoming something of a drinking game legend at this point.

Do you value your time? This movie trashes it completely and does away with respected conventions. In no world does this movie need to exist, but if it does, it needs to be tighter, and with better direction for the cast.

Most of our enjoyment came from Donnie Yen's performance., and each time Ian McShane opened his mouth enough to show us his ridiculous veneers.",0
"This was just like watching my nephew play a videogame for 3 hours straight. I normally like action movies, and don't mind the hole plots, the exaggerations ++ as long as you get involved with the characters and it's funny. This had little humor, and it was so over exaggerated the the point I just wanted everyone to die (even John, and he should have died 1,5 hours earlier). I was so mad when he fell down the stairs for the 20th time, I just wanted the movie to end. No fun to watch when the main characters supposedly have superpowers and could have won the WW2 all by them selves. But I guess people don't expect much from movies anymore.",0
"Right off the bat, the second scene where he is chasing three guys on a horse in the desert (why? Who are they?) and then kills The Elder who's just sitting there, with very little fanfare in the middle of nowhere, no protection or even servants, I was immediately underwhelmed. This is supposed to be like a big deal, yet it felt meaningless.

After that, it's just a bunch of barely credible fight scenes, over and over and over and over... All with convenient bulletproof clothing, and apparently none of these trained killers and thousands of bullets can hit the man's head. The cream of the crop is at the Arc de Triomphe, where he gets hit by four cars no less and just walks it off each time. Or where he jumps 4-5 stories high and slams his body basically head first on a parked car, and just walks that off too. Or when he falls down 222 stairs and walks THAT off.

In the end, this is all just a cheap video game, where your character goes from set piece to set piece and has to shoot his way out; but in God mode.

This thing is getting great reviews all over. What a low point we've come to.",0
"Repetitive Action, Lacks Story.

The movie has some great action seens but it's too repetitive and lacks reality completely. There's no story and the high table, just wants to keep giving John chances to be a free guy over and over again. Expected more from this movie tbh.

ChatGPT Title: ""John Wick 4: Explosive Action with a Repetitive Plot""

Word Count: 709

""John Wick 4"" is the highly anticipated sequel to the action-packed franchise that has captivated audiences with its adrenaline-fueled sequences. While the film delivers on its promise of spectacular action scenes, it falls short in terms of originality and narrative depth. Despite its flaws, ""John Wick 4"" manages to entertain fans of the series, but fails to live up to the high expectations set by its predecessors.

Undeniably, the movie showcases some truly impressive action sequences. From intense gunfights to jaw-dropping stunts, the film's choreography and execution are impeccable. The fight scenes are meticulously crafted, and Keanu Reeves once again proves his dedication to his role as the lethal assassin John Wick. The combination of Reeves' physicality and the expertly designed action sequences creates a thrilling cinematic experience that keeps viewers on the edge of their seats.

However, the film's biggest flaw lies in its repetitiveness. While the previous installments of the franchise offered a fresh take on the action genre, ""John Wick 4"" feels like a rehash of familiar territory. The plot fails to bring anything new to the table, resulting in a sense of predictability that diminishes the overall impact of the film. The narrative lacks the complexity and depth that fans have come to expect from the series, leaving much to be desired.

One of the disappointments of ""John Wick 4"" is the lack of a compelling story. The film relies heavily on the established formula of John Wick facing insurmountable odds and battling countless adversaries. The absence of a coherent and engaging plot prevents the movie from reaching its full potential. While the franchise has never been known for its intricate storytelling, this installment takes it to a new level by prioritizing action over substance.

Another aspect that hampers the film's impact is the portrayal of the High Table. In previous movies, the enigmatic organization added an element of intrigue and mystery to the narrative. However, in ""John Wick 4,"" the High Table becomes a monotonous antagonist whose only purpose seems to be providing John Wick with repeated chances for redemption. This narrative choice not only diminishes the stakes but also makes the world feel less grounded and realistic.",0
"John Wick 1 was the best imo. The story was somewhat coherent and drew attention. There was plenty of action that was exciting without being over-the-top ridiculous.

Next up in John Wick 2, the story was still somewhat coherent and though some scenes started to become a bit nonsensical(tons of assassins and no police etc), it was still a solid movie and easy to follow.

In John Wick 3 everything took a nosedive into utter nonsense. Part 4 expanded on this with nothing but lots of ridiculous wild nonstop fights. Typical Hollywood cash grabs devolved into absolute boring and ridiculous rubbish.",0
"Come on buys and girls: a solid 8 on imdb for his piece of crap? What an unbelievable dumb movie with a stupid story line although the previous 3 movies have the same problem. But the action and killing in this movie is over the top and a certain point boring because of the amount of attackers and John survives evrything. Unfortunately because after an hour I was only thinking: my God, kill the guy and get over with this movie. There is no humor in the movie, the ""story-line"" makes no sense at all and all the action is way over the top. It is not entertaining but only annoying and I really hope the guy is dead, will stay dead and no John Wick part 5. What a waste of more than 2,5 hours....",1
"Where do I start ? After fighting & killing about 400 blokes he gets run over by buses cars throws himself out of a 3rd story window onto a VW van , gets thrown down 300 concrete steps and yea you guessed it .... Get up and carries on light nothing happened !

It's insulting your intellect to even imagine him doing all this ? On top of that there's a blind man fighting 100 + assailants who doesn't get stabbed , shot , or even knocked out ?? who writes this nonsense? I love Reeves but this time it's too over the top to be real , embarrassing again and again ! Don't bother paying to see this crap.",0
"So I like the John Wick series as much as the next guy but this is just lazy. There are a couple of things that we need to address here.

First the story has gotten very VERY stale. Like to the point of where if you removed the story, it wouldn't have mattered, at all.

Second as where in the first movie there was some pretty damn good choreography, in this installment I literally watched MULTIPLE scenes of guys standing around waiting for 1 guy to go down so they could pretend to jump in. And no, this wasn't like a behind the scenes take.

And the final insult is the actual fighting itself, there are just times when for no reason the person he's fighting just sits there, they aren't knocked out, they aren't dead, they're just waiting for him to get his gun, load some bullets, go for a coffee, and then shoot them. It actually pains me to watch this garbage be pawned off as a top tier movie.

This is when you guys should stop this series, lets be honest you should have stopped it at the last movie, but ok, you had to give it a proper ending. News flash, this isn't it.",0
"Guardians of the Galaxy Volume 3 is chaotic, weird and oftentimes ridiculous, but it is also full of heart, emotion and great themes.

I must say that it's the best Marvel movie since Endgame. That's not necessarily too hard though. It just needed to surpass No Way Home; which had some amazing high moments, but it was lazy in others. Marvel was in desperate need of a hit, and they've finally got it.

Highlights:

Every member of the crew got their time to shine. Rocket was definitely the one who stood out though. When he sees his friend die, then wail in pain from grief? That made me ball. And when the High Evolutionary mocks him? Man. Heavy stuff. He proceeds to rip off his face, but the other two of his friends are shot as well. Thus, Rocket's traumatic pastime is revealed.

Chukwudi Iwuji was fantastic as the villain. At certain points he was downright terrifying. I really liked this line: ""There is no God, that's why I took his place."" He was a convincing villain.

The moment when Star-lord screams in agony for Rocket to live, is the moment that resonated with me the most. He has lost many people close to him and he can't stand to lose anyone else.

Gamora 2 gets a lot of character development and I'm glad she didn't kiss Quill at the end. That would have felt a little cheap.

Drax, Mantis, Nebula, Adam Warlock and others also got their own moments as well. I'm surprised nobody died to be honest.

One of the only problems I had with the movie was the humor. A lot of the time it was good or passable, but other times it undercut really emotional scenes.

I could say a lot more, but this review is already very long.

9/10 for me.",1
"Up to this point, there has been one trilogy in the MCU that has been excellent from start to finish. It's time to add another one to that list. ""Guardians of the Galaxy Vol. 3"" is a more than fitting conclusion to the narrative of these characters. James Gunn (writer/director) took his time creating connections and depth to each of the individual story-arcs.

While recent films in the MCU have felt like ""filler episodes"" whose purpose is solely to set up a future entry in the franchise, this film stands on its own. The story is isolated, which gives the illusion of finality. In more ways than one, ""Guardians 3"" is a unique entry in an otherwise convoluted extended film universe.

The filmmakers were not afraid to take their time telling this story, which caused the film to drag at times. Though it felt lengthy at 2 hours and 30 minutes, I do not know what they could have cut out. In typical superhero movie fashion, the climactic battle had plenty of explosions to go around.

Between the villains and the bickering within the Guardians, there was an excessive amount of yelling in this movie. A headache was imminent, as much of the third act was screaming match after screaming match. While these scenes were emotionally heavy, the yelling distracted a bit from the strong acting.

""Guardians of the Galaxy Vol. 3"" is one of the better entries in the Marvel Cinematic Universe since ""Avengers: Endgame"". Though more chaotic than the other two films in the trilogy, it is a beautiful conclusion to the Guardians' story. Boasting stellar set pieces, an excellent soundtrack and perfect chemistry between cast members, this is a film that I am eager to re-watch.

Best Character: Drax Best Quote: ""She is to us."" Best Scene: Infiltrating Orgocorp Best Piece of Score: ""I Love You Guys""",1
"Having sat through some phase 4 films that failed to inspire... Guardians feels like a breath of fresh air. It's less a run of the mill superhero film and more a out of world space adventure handled with care by James Gunn.

At its heart, Guardians of the Galaxy: Volume 3 is a story about family, loss and technology all of which are prominent in today's zeitgeist. These themes sometimes cause you to forget that you are watching a Marvel movie. The movie's backstory is dark but it helps to hammer home the themes and the villain.

The universe is full of characters that are both weird (sometimes very weird) and unique when compared to the rest of the MCU. That's mostly a good thing. Despite the movie being dark at times, there is also a lot of humour which fits especially well with the Guardians of the Galaxy franchise when compared to other Marvel franchises. The action and of course the music was up to level we now expect from Guardians of the Galaxy movies. This is one of the better Post Endgame movies and a fitting end to the trilogy.",1
"""There is no God. That's why I stepped in."" I have to admit, this is one of THE best lines ever spoken by a supervillain - it concisely captures their whole reason for being. (Seems like that would have been a perfect thing for Thanos to say.) Oddly though, for once there's no real backstory for the High Evolutionary, as there usually is for Marvel villains, but that might have been just too much material. Quite appropriately, all the attention is really on our scruffy, argumentative, and lovable heros, the Guardians.

I liked that all of them, this time around, get their well deserved fair share of screen time, and if doing that means sitting through a pretty long movie, then fine. Mantis and Nebula in particular are better characters than they were before, Quill and Gamora and Drax are as good as ever, and the choice to make Rocket and his very extended backstory the mainspring of the plot was clever -- and by the end, it carried real weight. Rocket is now elevated to a tragic, substantial figure at practically the same level as Spider-Man, and that's saying a lot.

The whole Guardians series owes director James Gunn bigtime, and it's a shame to see him move on (but I'm looking forward to seeing what he'll be able to do over at DC). He set in motion a group of characters that really worked, and this 3rd instalment builds very effectively on top of its predecessors. Going in to the theater I knew what I expected out of them, but we got more than that. That's a big compliment.

At the same time, what was done with Warlock and High Evolutionary was kind of odd, in the end. I was disappointed that Warlock especially was kind of trivialized. He's capable of becoming a major character if they would just follow the path set out in the original comics. That one criticism aside, this is still one of the MCU's best and we can thank them for letting James Gunn do what he had in mind.",1
"Firstly Adam warlock's intro was marvelous, which made me hate Kang's depiction in Quantumania even more because Adam seems way more hardcore than Kang was shown(shown, not talked about). Same with the high evolutionary, they delivered on their reputation.

Now the movie as a whole, I loved even more. It's lively and emotional, alternates between the two and some times blends them. Serving as a farewell to a beloved band of misfits who became family, and I don't recall ever feeling this connected to their characters before. Rocket takes the spotlight but everybody else is great as well, both antagonist and protagonist.

Second half is chaotic, but I loved it. The movie in general is very emotional but packed with great action as well, with most of it in the last third of the movie. Adam warlock felt like a waste, he's portrayed as a really strong character yet felt like he's in the sidelines for the whole movie; just popping up here and there then disappears. He deserved a better character arc after his introduction, but hopefully we'll be seeing more of him. I thought the third act was predictable though, especially his and mantis's role in it, like ""oh mantis/warlock would be very convenient for this scenario"" and a few moments later he/she pops up.

I think the best quality is that it's one of the few superhero movies I felt invested in the characters in a while. The movie focuses on the emotional aspect of it more instead of the plot and looking cool, even though that's a prevalent theme of the movie. I wasn't expecting it to enjoy it as much despite looking forward to it, thought it'd be another case of superhero burnout. It's sad and well made farewell to the guardians of the galaxy... as we know them. Oh and I forgot to mention it's pretty funny.",1
"The most unlikely hit of Marvel's string of hits, in retrospect, focused on the most unusual of families. With a rowdy and frequently emotional sequel that seems very much like a proper finale, ""Guardians of the Galaxy Vol. 3"" makes that point with great effect. This is mostly due to writer-director James Gunn moving his skills to competitor DC.

Marvel's ""GOTG Vol. 3"" combines visual excitement, recognizable characters, songs, and silliness with a darker thread that explores Rocket's origins and promotes animal rights.

Nevertheless, ""Guardians"" feels like a return to form on both fronts following some doubting about Marvel's invulnerability due to the underwhelming (creatively as well as monetarily) performances for ""Ant-Man and the Wasp: Quantumania"" and to a lesser extent the ""Black Panther"" sequel. Give Gunn credit for bidding a loving farewell with both barrels blazing, even if it does close the books on this series, at least temporarily.",1
"This. This is what I've wanted. Yeah some of the jokes are a bit too silly and the tone is a bit confusing at times. But the end result for me is probably the most heartfelt emotional reaction from me to a comic book movie since Endgame. It's not a perfect film, I am conflicted with what the did with Adam Warlock. And the main villain is a little hammy. But the personal relationship between the guardians and where they take them is dark, heartbreaking, and also beautiful. This is also the best performance from Chris Pratt probably his entire time playing this character. But the person who steals the show is Rocket. I don't know how but they need to change the rules degree voice acting performances can be nominated for Oscars because it was incredible. This is the most emotionally satisfying experience I've had with the MCU in a very long time. And every critic who is saying that the movie is too schmaltzy or sappy... doesn't understand how much these characters not only mean to people but also James Gunn. This isn't just a final chapter of a story, it's a goodbye to a set of characters and films that changed the landscape of not only the tone and vibe of superhero movies but also changed the fact that weird unknown characters who have strange stories can be highlighted in these films.",1
"It all leads back to where we once started off as all great trilogies have indicated from the past. But GOTG surpasses expectations with what is nothing short of phenomenal performances by the cast and truly well written and does not shy away from what could only be understood from what requires a sense of maturity to understand. Rockets back story alone is on occasion dark and incredibly sad it had me in tears at a few instances during the film. Honestly I did not expect this, James Gunn yet again provides an absolutely beautiful piece of cinematography and I have to say I really hope in the future they dive back into the story of the colony . With Adam warlock finally in the MCU it's most likely there will be some cameos. But it does deliver in the traditional guardians humor but this film is meant about more for the mature audience of marvel. Trust me this is a great film.",1
"This film was A LOT darker than I ever thought a Marvel comic-book film would, or could be. It was also so much better - and the bar for GOTG was already set high in light of its past installments.

Instead of repeating all the positives which other reviewers have already pointed out, I wanted to say that I am a strong proponent for animals and animal welfare and normally steer away from watching films with animal brutality or cruelty in them. In this case, I am torn, in that while this is of course a fictional tale, how far is it from the reality of the lives of so many animals even in this day and age? Then again, the fact that the creators of what is normally considered to be ""family fare"", chose to go this deep and cuttingly into the subject, is something which bears recognition, be it whether they meant it for the sake of good, or for recognition's sake itself. Either way, what is depicted, cuts deeply.

Even with its flaws - and it DOES have flaws (such as going over the top with all the in-fighting) - this GOTG is, in my opinion, the best of the trilogy ... and yet ... I cannot see myself rewatching it with the frequency which I did the first two installments. You see, for all its worthy action, excellent (although toned-down) humor, its seamless arc and overall brilliance, at its core, it is a difficult watch in parts ... full of heartache and heartbreak.

In the end, all that's left to say, at least for this viewer, is: THANK YOU James Gunn, for the creative miracle that is your brain and for the dedication with which you have served the Guardians and all GOTG fans everywhere. Also, I would be remiss not to include a big shout-out to Will Poulter who SO magnificently plays Adam Warlock, that he seamlessly captures and delivers the essence of both hero and villain, and gives us hope in second chances and redemption. More importantly, a big I ""heart"" you to the tremendous actors who portrayed our heroes, and thank you for HOURS and HOURS of laughter, and now tears.",1
"Depressing, dark, with lame humour sprinkled in with ill fitting music jammed in at random. I can't recognize anything ""marvel"" about this. The tone, weak writing and CGI jammed down your throat all seems more like an audition to work for DC and their low quality entertainment, rather than any serious attempt to grow the Guardian's franchise. Gunn could have, and should have shaved 60 minutes from this 2 hour grim mess. I've no interest in seeing any further Gunn projects, especially if he continues making animal snuff films under a Marvel banner. This isn't a family movie, it's for people who think torture can be entertaining. No thanks, Marvel.",0
